tstamp,item,correct,actual,grade,totalGrade,maxGrade
"1517522957096","4","a,b","a,b",1,8,15
"1517522957096","5","c","a",0,8,15
"1517522957096","6","b","d",0,8,15
"1517522957096","7","8","9",0,8,15
"1517522957096","8","366","366",1,8,15
"1517522957096","9","b","b",1,8,15
"1517522957096","10","103","103",1,8,15
"1517522957096","11","9","9",1,8,15
"1517522957096","12","5","2",0,8,15
"1517522957096","13","110","101",0,8,15
"1517522957096","14","a","a",1,8,15
"1517522957096","15","a","",0,8,15
"1517522972902","61","b","b",1,4,15
"1517522972902","62","a","a",1,4,15
"1517522972902","63","4","4",1,4,15
"1517522972902","64","7","4",0,4,15
"1517522972902","65","4","4",1,4,15
"1517522972902","66","7","0",0,4,15
"1517522972902","67","68","16",0,4,15
"1517522972902","68","68","75",0,4,15
"1517522972902","69","51","10",0,4,15
"1517522972902","70","17","19",0,4,15
"1517522972902","71","a,a","b,a",0,4,15
"1517522972902","72","b","d",0,4,15
"1517522972902","73","240","84",0,4,15
"1517522972902","74","c,d","a,d",0,4,15
"1517522972902","75","34","25",0,4,15
"1517523497234","1","13","22",0,4,15
"1517523497234","2","302","4",0,4,15
"1517523497234","3","4","5",0,4,15
"1517523497234","4","a,b","a,a",0,4,15
"1517523497234","5","c","c",1,4,15
"1517523497234","6","b","b",1,4,15
"1517523497234","7","8","5",0,4,15
"1517523497234","8","366","13",0,4,15
"1517523497234","9","b","b",1,4,15
"1517523497234","10","103","102",0,4,15
"1517523497234","11","9","5",0,4,15
"1517523497234","12","5","2",0,4,15
"1517523497234","13","110","100",0,4,15
"1517523497234","14","a","a",1,4,15
"1517523497234","15","a","c",0,4,15
"1517523592422","61","b","a",0,1,15
"1517523592422","62","a","a",1,1,15
"1517523592422","63","4","",0,1,15
"1517523592422","64","7","",0,1,15
"1517523592422","65","4","",0,1,15
"1517523592422","66","7","",0,1,15
"1517523592422","67","68","",0,1,15
"1517523592422","68","68","",0,1,15
"1517523592422","69","51","",0,1,15
"1517523592422","70","17","",0,1,15
"1517523592422","71","a,a",",",0,1,15
"1517523592422","72","b","",0,1,15
"1517523592422","73","240","",0,1,15
"1517523592422","74","c,d","",0,1,15
"1517523592422","75","34","",0,1,15
"1517525472344","1","13","13",1,1,15
"1517525472344","2","302","303",0,1,15
"1517525472344","3","4","",0,1,15
"1517525472344","4","a,b",",",0,1,15
"1517525472344","5","c","",0,1,15
"1517525472344","6","b","",0,1,15
"1517525472344","7","8","",0,1,15
"1517525472344","8","366","",0,1,15
"1517525472344","9","b","",0,1,15
"1517525472344","10","103","",0,1,15
"1517525472344","11","9","",0,1,15
"1517525472344","12","5","",0,1,15
"1517525472344","13","110","",0,1,15
"1517525472344","14","a","",0,1,15
"1517525472344","15","a","",0,1,15
"1517525696547","16","a","b",0,2,15
"1517525696547","17","b","b",1,2,15
"1517525696547","18","17","17",1,2,15
"1517525696547","19","29","5",0,2,15
"1517525696547","20","15,21","3,7",0,2,15
"1517525696547","21","14","",0,2,15
"1517525696547","22","3","",0,2,15
"1517525696547","23","14","",0,2,15
"1517525696547","24","b","",0,2,15
"1517525696547","25","29","",0,2,15
"1517525696547","26","a","",0,2,15
"1517525696547","27","23","",0,2,15
"1517525696547","28","62","",0,2,15
"1517525696547","29","17","",0,2,15
"1517525696547","30","6","",0,2,15
"1517530663367","1","13","13",1,8,15
"1517530663367","2","302","302",1,8,15
"1517530663367","3","4","5",0,8,15
"1517530663367","4","a,b","a,b",1,8,15
"1517530663367","5","c","d",0,8,15
"1517530663367","6","b","b",1,8,15
"1517530663367","7","8","2",0,8,15
"1517530663367","8","366","367",0,8,15
"1517530663367","9","b","b",1,8,15
"1517530663367","10","103","103",1,8,15
"1517530663367","11","9","4",0,8,15
"1517530663367","12","5","5",1,8,15
"1517530663367","13","110","99",0,8,15
"1517530663367","14","a","a",1,8,15
"1517530663367","15","a","c",0,8,15
"1517531035396","16","a","",0,0,15
"1517531035396","17","b","",0,0,15
"1517531035396","18","17","",0,0,15
"1517531035396","19","29","",0,0,15
"1517531035396","20","15,21",",",0,0,15
"1517531035396","21","14","",0,0,15
"1517531035396","22","3","",0,0,15
"1517531035396","23","14","",0,0,15
"1517531035396","24","b","",0,0,15
"1517531035396","25","29","",0,0,15
"1517531035396","26","a","",0,0,15
"1517531035396","27","23","",0,0,15
"1517531035396","28","62","",0,0,15
"1517531035396","29","17","",0,0,15
"1517531035396","30","6","",0,0,15
"1517543099847","1","13","13",1,1,15
"1517543099847","2","302","",0,1,15
"1517543099847","3","4","",0,1,15
"1517543099847","4","a,b",",",0,1,15
"1517543099847","5","c","",0,1,15
"1517543099847","6","b","",0,1,15
"1517543099847","7","8","",0,1,15
"1517543099847","8","366","",0,1,15
"1517543099847","9","b","",0,1,15
"1517543099847","10","103","",0,1,15
"1517543099847","11","9","",0,1,15
"1517543099847","12","5","",0,1,15
"1517543099847","13","110","",0,1,15
"1517543099847","14","a","",0,1,15
"1517543099847","15","a","",0,1,15
"1517547847642","1","13","13",1,1,15
"1517547847642","2","302","",0,1,15
"1517547847642","3","4","",0,1,15
"1517547847642","4","a,b",",",0,1,15
"1517547847642","5","c","",0,1,15
"1517547847642","6","b","",0,1,15
"1517547847642","7","8","",0,1,15
"1517547847642","8","366","",0,1,15
"1517547847642","9","b","",0,1,15
"1517547847642","10","103","",0,1,15
"1517547847642","11","9","",0,1,15
"1517547847642","12","5","",0,1,15
"1517547847642","13","110","",0,1,15
"1517547847642","14","a","",0,1,15
"1517547847642","15","a","",0,1,15
"1517547958611","1","13","21",0,0,15
"1517547958611","2","302","",0,0,15
"1517547958611","3","4","",0,0,15
"1517547958611","4","a,b",",",0,0,15
"1517547958611","5","c","",0,0,15
"1517547958611","6","b","",0,0,15
"1517547958611","7","8","",0,0,15
"1517547958611","8","366","",0,0,15
"1517547958611","9","b","",0,0,15
"1517547958611","10","103","",0,0,15
"1517547958611","11","9","",0,0,15
"1517547958611","12","5","",0,0,15
"1517547958611","13","110","",0,0,15
"1517547958611","14","a","",0,0,15
"1517547958611","15","a","",0,0,15
"1517548355177","1","13","13",1,1,15
"1517548355177","2","302","301",0,1,15
"1517548355177","3","4","5",0,1,15
"1517548355177","4","a,b","a,",0,1,15
"1517548355177","5","c","a",0,1,15
"1517548355177","6","b","",0,1,15
"1517548355177","7","8","",0,1,15
"1517548355177","8","366","",0,1,15
"1517548355177","9","b","",0,1,15
"1517548355177","10","103","",0,1,15
"1517548355177","11","9","",0,1,15
"1517548355177","12","5","",0,1,15
"1517548355177","13","110","",0,1,15
"1517548355177","14","a","",0,1,15
"1517548355177","15","a","",0,1,15
"1517548477173","1","13","13",1,1,15
"1517548477173","2","302","300",0,1,15
"1517548477173","3","4","",0,1,15
"1517548477173","4","a,b",",",0,1,15
"1517548477173","5","c","",0,1,15
"1517548477173","6","b","",0,1,15
"1517548477173","7","8","",0,1,15
"1517548477173","8","366","",0,1,15
"1517548477173","9","b","",0,1,15
"1517548477173","10","103","",0,1,15
"1517548477173","11","9","",0,1,15
"1517548477173","12","5","",0,1,15
"1517548477173","13","110","",0,1,15
"1517548477173","14","a","",0,1,15
"1517548477173","15","a","",0,1,15
"1517548538939","1","13","13",1,1,15
"1517548538939","2","302","4",0,1,15
"1517548538939","3","4","",0,1,15
"1517548538939","4","a,b",",",0,1,15
"1517548538939","5","c","",0,1,15
"1517548538939","6","b","",0,1,15
"1517548538939","7","8","",0,1,15
"1517548538939","8","366","",0,1,15
"1517548538939","9","b","",0,1,15
"1517548538939","10","103","",0,1,15
"1517548538939","11","9","",0,1,15
"1517548538939","12","5","",0,1,15
"1517548538939","13","110","",0,1,15
"1517548538939","14","a","",0,1,15
"1517548538939","15","a","",0,1,15
"1517548621834","1","13","13",1,2,15
"1517548621834","2","302","302",1,2,15
"1517548621834","3","4","",0,2,15
"1517548621834","4","a,b",",",0,2,15
"1517548621834","5","c","",0,2,15
"1517548621834","6","b","",0,2,15
"1517548621834","7","8","",0,2,15
"1517548621834","8","366","",0,2,15
"1517548621834","9","b","",0,2,15
"1517548621834","10","103","",0,2,15
"1517548621834","11","9","",0,2,15
"1517548621834","12","5","",0,2,15
"1517548621834","13","110","",0,2,15
"1517548621834","14","a","",0,2,15
"1517548621834","15","a","",0,2,15
"1517548690046","1","13","13",1,3,15
"1517548690046","2","302","302",1,3,15
"1517548690046","3","4","4",1,3,15
"1517548690046","4","a,b",",",0,3,15
"1517548690046","5","c","",0,3,15
"1517548690046","6","b","",0,3,15
"1517548690046","7","8","",0,3,15
"1517548690046","8","366","",0,3,15
"1517548690046","9","b","",0,3,15
"1517548690046","10","103","",0,3,15
"1517548690046","11","9","",0,3,15
"1517548690046","12","5","",0,3,15
"1517548690046","13","110","",0,3,15
"1517548690046","14","a","",0,3,15
"1517548690046","15","a","",0,3,15
"1517549068430","1","13","13",1,3,15
"1517549068430","2","302","302",1,3,15
"1517549068430","3","4","4",1,3,15
"1517549068430","4","a,b","a,a",0,3,15
"1517549068430","5","c","d",0,3,15
"1517549068430","6","b","",0,3,15
"1517549068430","7","8","",0,3,15
"1517549068430","8","366","",0,3,15
"1517549068430","9","b","",0,3,15
"1517549068430","10","103","",0,3,15
"1517549068430","11","9","",0,3,15
"1517549068430","12","5","",0,3,15
"1517549068430","13","110","",0,3,15
"1517549068430","14","a","",0,3,15
"1517549068430","15","a","",0,3,15
"1517549111550","1","13","13",1,2,15
"1517549111550","2","302","302",1,2,15
"1517549111550","3","4","",0,2,15
"1517549111550","4","a,b",",",0,2,15
"1517549111550","5","c","a",0,2,15
"1517549111550","6","b","",0,2,15
"1517549111550","7","8","",0,2,15
"1517549111550","8","366","",0,2,15
"1517549111550","9","b","",0,2,15
"1517549111550","10","103","",0,2,15
"1517549111550","11","9","",0,2,15
"1517549111550","12","5","",0,2,15
"1517549111550","13","110","",0,2,15
"1517549111550","14","a","",0,2,15
"1517549111550","15","a","",0,2,15
"1517549130799","1","13","",0,0,15
"1517549130799","2","302","",0,0,15
"1517549130799","3","4","",0,0,15
"1517549130799","4","a,b",",",0,0,15
"1517549130799","5","c","b",0,0,15
"1517549130799","6","b","",0,0,15
"1517549130799","7","8","",0,0,15
"1517549130799","8","366","",0,0,15
"1517549130799","9","b","",0,0,15
"1517549130799","10","103","",0,0,15
"1517549130799","11","9","",0,0,15
"1517549130799","12","5","",0,0,15
"1517549130799","13","110","",0,0,15
"1517549130799","14","a","",0,0,15
"1517549130799","15","a","",0,0,15
"1517549150029","1","13","",0,1,15
"1517549150029","2","302","",0,1,15
"1517549150029","3","4","",0,1,15
"1517549150029","4","a,b",",",0,1,15
"1517549150029","5","c","c",1,1,15
"1517549150029","6","b","",0,1,15
"1517549150029","7","8","",0,1,15
"1517549150029","8","366","",0,1,15
"1517549150029","9","b","",0,1,15
"1517549150029","10","103","",0,1,15
"1517549150029","11","9","",0,1,15
"1517549150029","12","5","",0,1,15
"1517549150029","13","110","",0,1,15
"1517549150029","14","a","",0,1,15
"1517549150029","15","a","",0,1,15
"1517549243897","1","13","",0,1,15
"1517549243897","2","302","",0,1,15
"1517549243897","3","4","",0,1,15
"1517549243897","4","a,b",",",0,1,15
"1517549243897","5","c","",0,1,15
"1517549243897","6","b","b",1,1,15
"1517549243897","7","8","",0,1,15
"1517549243897","8","366","",0,1,15
"1517549243897","9","b","",0,1,15
"1517549243897","10","103","",0,1,15
"1517549243897","11","9","",0,1,15
"1517549243897","12","5","",0,1,15
"1517549243897","13","110","",0,1,15
"1517549243897","14","a","",0,1,15
"1517549243897","15","a","",0,1,15
"1517549319229","1","13","",0,0,15
"1517549319229","2","302","",0,0,15
"1517549319229","3","4","",0,0,15
"1517549319229","4","a,b",",",0,0,15
"1517549319229","5","c","",0,0,15
"1517549319229","6","b","c",0,0,15
"1517549319229","7","8","3",0,0,15
"1517549319229","8","366","",0,0,15
"1517549319229","9","b","",0,0,15
"1517549319229","10","103","",0,0,15
"1517549319229","11","9","",0,0,15
"1517549319229","12","5","",0,0,15
"1517549319229","13","110","",0,0,15
"1517549319229","14","a","",0,0,15
"1517549319229","15","a","",0,0,15
"1517549369734","1","13","",0,0,15
"1517549369734","2","302","",0,0,15
"1517549369734","3","4","",0,0,15
"1517549369734","4","a,b",",",0,0,15
"1517549369734","5","c","",0,0,15
"1517549369734","6","b","d",0,0,15
"1517549369734","7","8","4",0,0,15
"1517549369734","8","366","",0,0,15
"1517549369734","9","b","",0,0,15
"1517549369734","10","103","",0,0,15
"1517549369734","11","9","",0,0,15
"1517549369734","12","5","",0,0,15
"1517549369734","13","110","",0,0,15
"1517549369734","14","a","",0,0,15
"1517549369734","15","a","",0,0,15
"1517549577564","1","13","",0,0,15
"1517549577564","2","302","",0,0,15
"1517549577564","3","4","",0,0,15
"1517549577564","4","a,b",",",0,0,15
"1517549577564","5","c","",0,0,15
"1517549577564","6","b","d",0,0,15
"1517549577564","7","8","",0,0,15
"1517549577564","8","366","",0,0,15
"1517549577564","9","b","",0,0,15
"1517549577564","10","103","",0,0,15
"1517549577564","11","9","",0,0,15
"1517549577564","12","5","",0,0,15
"1517549577564","13","110","",0,0,15
"1517549577564","14","a","",0,0,15
"1517549577564","15","a","",0,0,15
"1517549581984","8","366","",0,1,10
"1517549581984","5","c","",0,1,10
"1517549581984","27","23","",0,1,10
"1517549581984","17","b","b",1,1,10
"1517549581984","36","b","",0,1,10
"1517549581984","42","10","",0,1,10
"1517549581984","47","7","",0,1,10
"1517549581984","56","2,3",",",0,1,10
"1517549581984","69","51","",0,1,10
"1517549581984","68","68","",0,1,10
"1517549614983","1","13","",0,0,15
"1517549614983","2","302","",0,0,15
"1517549614983","3","4","",0,0,15
"1517549614983","4","a,b",",",0,0,15
"1517549614983","5","c","",0,0,15
"1517549614983","6","b","",0,0,15
"1517549614983","7","8","15",0,0,15
"1517549614983","8","366","",0,0,15
"1517549614983","9","b","",0,0,15
"1517549614983","10","103","",0,0,15
"1517549614983","11","9","",0,0,15
"1517549614983","12","5","",0,0,15
"1517549614983","13","110","",0,0,15
"1517549614983","14","a","",0,0,15
"1517549614983","15","a","",0,0,15
"1517549647992","1","13","",0,0,15
"1517549647992","2","302","",0,0,15
"1517549647992","3","4","",0,0,15
"1517549647992","4","a,b",",",0,0,15
"1517549647992","5","c","",0,0,15
"1517549647992","6","b","",0,0,15
"1517549647992","7","8","14",0,0,15
"1517549647992","8","366","",0,0,15
"1517549647992","9","b","",0,0,15
"1517549647992","10","103","",0,0,15
"1517549647992","11","9","",0,0,15
"1517549647992","12","5","",0,0,15
"1517549647992","13","110","",0,0,15
"1517549647992","14","a","",0,0,15
"1517549647992","15","a","",0,0,15
"1517549723145","1","13","",0,0,15
"1517549723145","2","302","",0,0,15
"1517549723145","3","4","",0,0,15
"1517549723145","4","a,b",",",0,0,15
"1517549723145","5","c","",0,0,15
"1517549723145","6","b","",0,0,15
"1517549723145","7","8","10",0,0,15
"1517549723145","8","366","",0,0,15
"1517549723145","9","b","",0,0,15
"1517549723145","10","103","",0,0,15
"1517549723145","11","9","",0,0,15
"1517549723145","12","5","",0,0,15
"1517549723145","13","110","",0,0,15
"1517549723145","14","a","",0,0,15
"1517549723145","15","a","",0,0,15
"1517549746342","1","13","",0,1,15
"1517549746342","2","302","",0,1,15
"1517549746342","3","4","",0,1,15
"1517549746342","4","a,b",",",0,1,15
"1517549746342","5","c","",0,1,15
"1517549746342","6","b","b",1,1,15
"1517549746342","7","8","",0,1,15
"1517549746342","8","366","",0,1,15
"1517549746342","9","b","",0,1,15
"1517549746342","10","103","",0,1,15
"1517549746342","11","9","",0,1,15
"1517549746342","12","5","",0,1,15
"1517549746342","13","110","",0,1,15
"1517549746342","14","a","",0,1,15
"1517549746342","15","a","",0,1,15
"1517549770884","1","13","229",0,0,15
"1517549770884","2","302","",0,0,15
"1517549770884","3","4","",0,0,15
"1517549770884","4","a,b",",",0,0,15
"1517549770884","5","c","",0,0,15
"1517549770884","6","b","",0,0,15
"1517549770884","7","8","",0,0,15
"1517549770884","8","366","",0,0,15
"1517549770884","9","b","",0,0,15
"1517549770884","10","103","",0,0,15
"1517549770884","11","9","",0,0,15
"1517549770884","12","5","",0,0,15
"1517549770884","13","110","",0,0,15
"1517549770884","14","a","",0,0,15
"1517549770884","15","a","",0,0,15
"1517549981755","1","13","241",0,0,15
"1517549981755","2","302","",0,0,15
"1517549981755","3","4","",0,0,15
"1517549981755","4","a,b",",",0,0,15
"1517549981755","5","c","",0,0,15
"1517549981755","6","b","",0,0,15
"1517549981755","7","8","",0,0,15
"1517549981755","8","366","",0,0,15
"1517549981755","9","b","",0,0,15
"1517549981755","10","103","",0,0,15
"1517549981755","11","9","",0,0,15
"1517549981755","12","5","",0,0,15
"1517549981755","13","110","",0,0,15
"1517549981755","14","a","",0,0,15
"1517549981755","15","a","",0,0,15
"1517550459070","8","366","",0,0,10
"1517550459070","5","c","",0,0,10
"1517550459070","27","23","",0,0,10
"1517550459070","17","b","",0,0,10
"1517550459070","36","b","",0,0,10
"1517550459070","42","10","",0,0,10
"1517550459070","47","7","",0,0,10
"1517550459070","56","2,3",",",0,0,10
"1517550459070","69","51","",0,0,10
"1517550459070","68","68","",0,0,10
"1517550981187","1","13","13",1,6,15
"1517550981187","2","302","302",1,6,15
"1517550981187","3","4","3",0,6,15
"1517550981187","4","a,b","a,b",1,6,15
"1517550981187","5","c","c",1,6,15
"1517550981187","6","b","b",1,6,15
"1517550981187","7","8","4",0,6,15
"1517550981187","8","366","183",0,6,15
"1517550981187","9","b","b",1,6,15
"1517550981187","10","103","5",0,6,15
"1517550981187","11","9","6",0,6,15
"1517550981187","12","5","4",0,6,15
"1517550981187","13","110","",0,6,15
"1517550981187","14","a","",0,6,15
"1517550981187","15","a","",0,6,15
"1517550991275","31","106","",0,1,15
"1517550991275","32","73","",0,1,15
"1517550991275","33","5","5",1,1,15
"1517550991275","34","4","",0,1,15
"1517550991275","35","a","",0,1,15
"1517550991275","36","b","",0,1,15
"1517550991275","37","b","",0,1,15
"1517550991275","38","6","",0,1,15
"1517550991275","39","2","",0,1,15
"1517550991275","40","1090","",0,1,15
"1517550991275","41","11","",0,1,15
"1517550991275","42","10","",0,1,15
"1517550991275","43","13","",0,1,15
"1517550991275","44","10,945",",",0,1,15
"1517550991275","45","1023,a",",",0,1,15
"1517551270650","1","13","12",0,0,15
"1517551270650","2","302","",0,0,15
"1517551270650","3","4","",0,0,15
"1517551270650","4","a,b",",",0,0,15
"1517551270650","5","c","",0,0,15
"1517551270650","6","b","",0,0,15
"1517551270650","7","8","",0,0,15
"1517551270650","8","366","",0,0,15
"1517551270650","9","b","",0,0,15
"1517551270650","10","103","",0,0,15
"1517551270650","11","9","",0,0,15
"1517551270650","12","5","",0,0,15
"1517551270650","13","110","",0,0,15
"1517551270650","14","a","",0,0,15
"1517551270650","15","a","",0,0,15
"1517551333177","1","13","21",0,0,15
"1517551333177","2","302","",0,0,15
"1517551333177","3","4","",0,0,15
"1517551333177","4","a,b",",",0,0,15
"1517551333177","5","c","",0,0,15
"1517551333177","6","b","",0,0,15
"1517551333177","7","8","",0,0,15
"1517551333177","8","366","",0,0,15
"1517551333177","9","b","",0,0,15
"1517551333177","10","103","",0,0,15
"1517551333177","11","9","",0,0,15
"1517551333177","12","5","",0,0,15
"1517551333177","13","110","",0,0,15
"1517551333177","14","a","",0,0,15
"1517551333177","15","a","",0,0,15
"1517551362002","16","a","a",1,1,15
"1517551362002","17","b","",0,1,15
"1517551362002","18","17","",0,1,15
"1517551362002","19","29","",0,1,15
"1517551362002","20","15,21",",",0,1,15
"1517551362002","21","14","",0,1,15
"1517551362002","22","3","",0,1,15
"1517551362002","23","14","",0,1,15
"1517551362002","24","b","",0,1,15
"1517551362002","25","29","",0,1,15
"1517551362002","26","a","",0,1,15
"1517551362002","27","23","",0,1,15
"1517551362002","28","62","",0,1,15
"1517551362002","29","17","",0,1,15
"1517551362002","30","6","",0,1,15
"1517551485568","13","110","50",0,1,10
"1517551485568","10","103","103",1,1,10
"1517551485568","27","23","27",0,1,10
"1517551485568","30","6","3",0,1,10
"1517551485568","45","1023,a",",a",0,1,10
"1517551485568","31","106","3",0,1,10
"1517551485568","52","22","17",0,1,10
"1517551485568","59","10","2",0,1,10
"1517551485568","62","a","b",0,1,10
"1517551485568","65","4","5",0,1,10
"1517551813561","16","a","a",1,1,15
"1517551813561","17","b","",0,1,15
"1517551813561","18","17","",0,1,15
"1517551813561","19","29","",0,1,15
"1517551813561","20","15,21",",",0,1,15
"1517551813561","21","14","",0,1,15
"1517551813561","22","3","",0,1,15
"1517551813561","23","14","",0,1,15
"1517551813561","24","b","",0,1,15
"1517551813561","25","29","",0,1,15
"1517551813561","26","a","",0,1,15
"1517551813561","27","23","",0,1,15
"1517551813561","28","62","",0,1,15
"1517551813561","29","17","",0,1,15
"1517551813561","30","6","",0,1,15
"1517551854911","1","13","",0,0,15
"1517551854911","2","302","",0,0,15
"1517551854911","3","4","",0,0,15
"1517551854911","4","a,b",",",0,0,15
"1517551854911","5","c","",0,0,15
"1517551854911","6","b","",0,0,15
"1517551854911","7","8","",0,0,15
"1517551854911","8","366","",0,0,15
"1517551854911","9","b","",0,0,15
"1517551854911","10","103","",0,0,15
"1517551854911","11","9","",0,0,15
"1517551854911","12","5","",0,0,15
"1517551854911","13","110","",0,0,15
"1517551854911","14","a","",0,0,15
"1517551854911","15","a","",0,0,15
"1517551921267","1","13","3",0,1,15
"1517551921267","2","302","3001",0,1,15
"1517551921267","3","4","4",1,1,15
"1517551921267","4","a,b",",",0,1,15
"1517551921267","5","c","",0,1,15
"1517551921267","6","b","",0,1,15
"1517551921267","7","8","",0,1,15
"1517551921267","8","366","",0,1,15
"1517551921267","9","b","",0,1,15
"1517551921267","10","103","",0,1,15
"1517551921267","11","9","",0,1,15
"1517551921267","12","5","",0,1,15
"1517551921267","13","110","",0,1,15
"1517551921267","14","a","",0,1,15
"1517551921267","15","a","",0,1,15
"1517552091193","16","a","a",1,3,15
"1517552091193","17","b","b",1,3,15
"1517552091193","18","17","20",0,3,15
"1517552091193","19","29","29",1,3,15
"1517552091193","20","15,21",",",0,3,15
"1517552091193","21","14","",0,3,15
"1517552091193","22","3","",0,3,15
"1517552091193","23","14","",0,3,15
"1517552091193","24","b","",0,3,15
"1517552091193","25","29","",0,3,15
"1517552091193","26","a","",0,3,15
"1517552091193","27","23","",0,3,15
"1517552091193","28","62","",0,3,15
"1517552091193","29","17","",0,3,15
"1517552091193","30","6","",0,3,15
"1517552149725","16","a","a",1,2,15
"1517552149725","17","b","b",1,2,15
"1517552149725","18","17","13",0,2,15
"1517552149725","19","29","",0,2,15
"1517552149725","20","15,21",",",0,2,15
"1517552149725","21","14","",0,2,15
"1517552149725","22","3","",0,2,15
"1517552149725","23","14","",0,2,15
"1517552149725","24","b","",0,2,15
"1517552149725","25","29","",0,2,15
"1517552149725","26","a","",0,2,15
"1517552149725","27","23","",0,2,15
"1517552149725","28","62","",0,2,15
"1517552149725","29","17","",0,2,15
"1517552149725","30","6","",0,2,15
"1517552170949","1","13","13",1,1,15
"1517552170949","2","302","",0,1,15
"1517552170949","3","4","",0,1,15
"1517552170949","4","a,b",",",0,1,15
"1517552170949","5","c","",0,1,15
"1517552170949","6","b","",0,1,15
"1517552170949","7","8","",0,1,15
"1517552170949","8","366","",0,1,15
"1517552170949","9","b","",0,1,15
"1517552170949","10","103","",0,1,15
"1517552170949","11","9","",0,1,15
"1517552170949","12","5","",0,1,15
"1517552170949","13","110","",0,1,15
"1517552170949","14","a","",0,1,15
"1517552170949","15","a","",0,1,15
"1517552171059","16","a","a",1,3,15
"1517552171059","17","b","b",1,3,15
"1517552171059","18","17","17",1,3,15
"1517552171059","19","29","",0,3,15
"1517552171059","20","15,21",",",0,3,15
"1517552171059","21","14","",0,3,15
"1517552171059","22","3","",0,3,15
"1517552171059","23","14","",0,3,15
"1517552171059","24","b","",0,3,15
"1517552171059","25","29","",0,3,15
"1517552171059","26","a","",0,3,15
"1517552171059","27","23","",0,3,15
"1517552171059","28","62","",0,3,15
"1517552171059","29","17","",0,3,15
"1517552171059","30","6","",0,3,15
"1517552201785","1","13","12",0,1,15
"1517552201785","2","302","298",0,1,15
"1517552201785","3","4","4",1,1,15
"1517552201785","4","a,b","b,a",0,1,15
"1517552201785","5","c","d",0,1,15
"1517552201785","6","b","a",0,1,15
"1517552201785","7","8","",0,1,15
"1517552201785","8","366","",0,1,15
"1517552201785","9","b","",0,1,15
"1517552201785","10","103","",0,1,15
"1517552201785","11","9","",0,1,15
"1517552201785","12","5","",0,1,15
"1517552201785","13","110","",0,1,15
"1517552201785","14","a","",0,1,15
"1517552201785","15","a","",0,1,15
"1517552268847","1","13","",0,0,15
"1517552268847","2","302","",0,0,15
"1517552268847","3","4","",0,0,15
"1517552268847","4","a,b",",",0,0,15
"1517552268847","5","c","",0,0,15
"1517552268847","6","b","",0,0,15
"1517552268847","7","8","",0,0,15
"1517552268847","8","366","",0,0,15
"1517552268847","9","b","",0,0,15
"1517552268847","10","103","",0,0,15
"1517552268847","11","9","",0,0,15
"1517552268847","12","5","",0,0,15
"1517552268847","13","110","",0,0,15
"1517552268847","14","a","",0,0,15
"1517552268847","15","a","",0,0,15
"1517552270601","1","13","21",0,2,15
"1517552270601","2","302","8",0,2,15
"1517552270601","3","4","3",0,2,15
"1517552270601","4","a,b","a,a",0,2,15
"1517552270601","5","c","c",1,2,15
"1517552270601","6","b","b",1,2,15
"1517552270601","7","8","",0,2,15
"1517552270601","8","366","",0,2,15
"1517552270601","9","b","",0,2,15
"1517552270601","10","103","",0,2,15
"1517552270601","11","9","",0,2,15
"1517552270601","12","5","",0,2,15
"1517552270601","13","110","",0,2,15
"1517552270601","14","a","",0,2,15
"1517552270601","15","a","",0,2,15
"1517552271326","1","13","13",1,2,15
"1517552271326","2","302","301",0,2,15
"1517552271326","3","4","4",1,2,15
"1517552271326","4","a,b",",",0,2,15
"1517552271326","5","c","",0,2,15
"1517552271326","6","b","",0,2,15
"1517552271326","7","8","",0,2,15
"1517552271326","8","366","",0,2,15
"1517552271326","9","b","",0,2,15
"1517552271326","10","103","",0,2,15
"1517552271326","11","9","",0,2,15
"1517552271326","12","5","",0,2,15
"1517552271326","13","110","",0,2,15
"1517552271326","14","a","",0,2,15
"1517552271326","15","a","",0,2,15
"1517552297519","1","13","13",1,5,15
"1517552297519","2","302","2999",0,5,15
"1517552297519","3","4","4",1,5,15
"1517552297519","4","a,b","a,b",1,5,15
"1517552297519","5","c","b",0,5,15
"1517552297519","6","b","",0,5,15
"1517552297519","7","8","6",0,5,15
"1517552297519","8","366","366",1,5,15
"1517552297519","9","b","a",0,5,15
"1517552297519","10","103","2",0,5,15
"1517552297519","11","9","8",0,5,15
"1517552297519","12","5","1",0,5,15
"1517552297519","13","110","15",0,5,15
"1517552297519","14","a","a",1,5,15
"1517552297519","15","a","c",0,5,15
"1517552354276","16","a","a",1,4,15
"1517552354276","17","b","b",1,4,15
"1517552354276","18","17","17",1,4,15
"1517552354276","19","29","29",1,4,15
"1517552354276","20","15,21","15,15",0,4,15
"1517552354276","21","14","",0,4,15
"1517552354276","22","3","",0,4,15
"1517552354276","23","14","",0,4,15
"1517552354276","24","b","",0,4,15
"1517552354276","25","29","",0,4,15
"1517552354276","26","a","",0,4,15
"1517552354276","27","23","",0,4,15
"1517552354276","28","62","",0,4,15
"1517552354276","29","17","",0,4,15
"1517552354276","30","6","",0,4,15
"1517552356605","1","13","21",0,1,15
"1517552356605","2","302","2",0,1,15
"1517552356605","3","4","4",1,1,15
"1517552356605","4","a,b","a,a",0,1,15
"1517552356605","5","c","a",0,1,15
"1517552356605","6","b","d",0,1,15
"1517552356605","7","8","14",0,1,15
"1517552356605","8","366","",0,1,15
